FabricName
# 2600 Off White
# 3300 Black
#BEM2201007 màu Chestnut
#BRM2201003 màu Caramel
(21mm*1830*2440)
(500m/cuộn)
(Pinus Radiata)
gỗ Dẻ gai (Beech) màu Chestnut Woodline hệ sơn PU
gỗ Dẻ gai (Beech) màu Dark Mahogany
gỗ Dẻ gai (Beech) màu F165
gỗ Dẻ gai (Beech) màu F179
gỗ Dẻ gai (Beech) màu F245
gỗ Dẻ gai (Beech) màu Hampton Walnut
gỗ Dẻ gai (Beech) màu Hampton Walnut hệ sơn PU
gỗ Dẻ gai (Beech) màu MD1907
gỗ Dẻ gai (Beech) màu Neowalnut
gỗ Dẻ gai (Beech) màu Park Elm
gỗ Dẻ gai (Beech) màu Prestige Walnut hệ sơn PU
gỗ Dẻ gai (Beech) màu WD-03
gỗ Dẻ gai (Beech) màu WD-E
gỗ Dẻ gai (Beech) màu Wilsonart Florence Walnut 7993
gỗ Dẻ gai (Beech) màu Wilsonart#7991-12 Neo Walnut hệ sơn PU
gỗ Dẻ gai (Beech) màu cập nhật sau
gỗ Dẻ gai (Beech) màu mẫu tạm thời hàng trắng không sơn
gỗ Dẻ gai (Beech) màu nâu (Dark Brown)
gỗ Dẻ gai (Beech) màu sơn M-INH-001 (hệ sơn PU)
gỗ Dẻ gai (Beech) màu sơn Single Medium-Dark Color
gỗ Dẻ gai (Beech) màu sơn WD-3
gỗ Dẻ gai (Beech) màu sơn chờ khách
gỗ Dẻ gai (Beech) màu theo mẫu màu khách
gỗ Dẻ gai (Beech) màu đen
gỗ Dẻ gai (Beech) mẫu tạm thời hàng trắng không sơn
gỗ Dẻ gai (Beech) sơn PU màu đen
gỗ Dẻ gai (Beech) sơn hệ NC
gỗ Dẻ gai (Beech) sơn màu 7965-WM - sơn PU
gỗ Dẻ gai (Beech) sơn màu 999-TG Natural Eucalyptus
gỗ Dẻ gai (Beech) sơn màu Black Stain
gỗ Dẻ gai (Beech) sơn màu Brown
gỗ Dẻ gai (Beech) sơn màu Dark Mahogany mã màu HOS-VFW-637-1
gỗ Dẻ gai (Beech) sơn màu Dark Walnut
gỗ Dẻ gai (Beech) sơn màu F245
gỗ Dẻ gai (Beech) sơn màu F255
gỗ Dẻ gai (Beech) sơn màu Finish Black
gỗ Dẻ gai (Beech) sơn màu French Pear
gỗ Dẻ gai (Beech) sơn màu Hampton Walnut
gỗ Dẻ gai (Beech) sơn màu Mangalore Mango
gỗ Dẻ gai (Beech) sơn màu Mangalore Mango (hệ sơn PU)
gỗ Dẻ gai (Beech) sơn màu Neo Walnut
gỗ Dẻ gai (Beech) sơn màu Neowalnut hệ sơn PU
gỗ Dẻ gai (Beech) sơn màu Nevamar Crown Cherry
gỗ Dẻ gai (Beech) sơn màu P35 Dark Walnut
gỗ Dẻ gai (Beech) sơn màu Park Elm
gỗ Dẻ gai (Beech) sơn màu Pasadena Oak
gỗ Dẻ gai (Beech) sơn màu Pasadena Oak (hệ sơn PU)
gỗ Dẻ gai (Beech) sơn màu Pasadena Oak. Hệ sơn PU
gỗ Dẻ gai (Beech) sơn màu Pinnacle Walnut
gỗ Dẻ gai (Beech) sơn màu Pinnacle Walnut hở vân
gỗ Dẻ gai (Beech) sơn màu Sap Walnut
gỗ Dẻ gai (Beech) sơn màu Sap Walnut (hệ sơn PU)
gỗ Dẻ gai (Beech) sơn màu Sap Walnut. Hệ sơn PU
gỗ Dẻ gai (Beech) sơn màu WD-E
gỗ Dẻ gai (Beech) sơn màu WilsoWilsonart #7992 Pinnacle Walnut
gỗ Dẻ gai (Beech) sơn màu Wilsonart #8208K-16 Fawn Cypress
gỗ Dẻ gai (Beech) sơn màu Wilsonart Cocobala 7942
gỗ Dẻ gai (Beech) sơn màu Wilsonart Walnut
gỗ Dẻ gai (Beech) sơn màu Wilsonart#7985-38 Morelia Mango
gỗ Dẻ gai (Beech) sơn màu Wilsonart#8208K-16 Fawn Cypres
gỗ Dẻ gai (Beech) sơn màu nâu (Dark Brown)
gỗ Dẻ gai (Beech) sơn màu single medium-dark
gỗ Dẻ gai (Beech) sơn màu đen
gỗ Dẻ gai (Beech) sơn màu đen mã màu HOS-SGI-B001
gỗ Dẻ gai (Beech) tone sáng
gỗ Dẻ gai (Beech) veneer hệ sơn PU
gỗ MDF dán Veneer beech
gỗ Oak màu Black Oak
gỗ Oak màu Brown Oak
gỗ Oak màu Greige Oak
gỗ Oak màu Grey
gỗ Oak màu Light Oak
gỗ Oak màu Natural Oak
gỗ Oak màu Whitewashed Oak
gỗ Sồi (Oak)
gỗ Sồi (Oak) chờ khách xác nhận màu chân
gỗ Sồi (Oak) hệ NC
gỗ Sồi (Oak) hệ sơn PU
gỗ Sồi (Oak) màu Antique White Zone 44
gỗ Sồi (Oak) màu Black
gỗ Sồi (Oak) màu Brown
gỗ Sồi (Oak) sơn màu A28 Oak
gỗ Sồi (Quercus Pedunculata)
gỗ Sồi C2
gỗ Sồi Trắng
gỗ Sồi Đỏ (Red Oak) hệ sơn PU
gỗ Teak hệ sơn PU
gỗ Teak màu FIN-VFW-477-1
gỗ Teak màu FIN-VFW-477-2
gỗ Thông
gỗ Thông (Pine) không sơn
gỗ Tần bì (Ash) hệ sơn PU
gỗ Tần bì (Ash) màu 2537/SK
gỗ Tần bì (Ash) màu Brown
gỗ Tần bì (Ash) màu D
gỗ Tần bì (Ash) màu F245
gỗ Tần bì (Ash) màu FIN-02
gỗ Tần bì (Ash) màu Walnut
gỗ Tần bì (Ash) sơn màu F245
gỗ Tần bì (Ash) sơn màu F255
gỗ Ván dán Veneer Màu Walnut sáng đánh xước (Plywood with Veneer in Dark Walnut color with Light Wire Brush)
gỗ White Oak + Plywood dán veneer
gỗ cao su
gỗ cao su (Rubber)
gỗ cao su (Rubber) hàng trắng
gỗ cao su (Rubber) hàng trắng không sơn
gỗ cao su (Rubber) hệ (sơn NC) màu ABS-WD-BROWN STAIN
gỗ cao su (Rubber) hệ (sơn NC) mã màu ABS-WD-ESPRESSO BROWN
gỗ cao su (Rubber) hệ (sơn NC) mã màu ABS-WD-NATURAL
gỗ cao su (Rubber) hệ sơn (NC)
gỗ cao su (Rubber) hệ sơn NC
gỗ cao su (Rubber) hệ sơn NC (màu cập nhật sau)
gỗ cao su (Rubber) hệ sơn NC (màu tự nhiên
gỗ cao su (Rubber) hệ sơn NC - màu ABS-WD-MATTE BLACK
gỗ cao su (Rubber) hệ sơn NC bóng 5%
gỗ cao su (Rubber) hệ sơn NC màu ABS-WD-MATTE BLACK
gỗ cao su (Rubber) hệ sơn NC màu sơn và độ bóng theo mẫu khách
gỗ cao su (Rubber) không sơn
gỗ cao su (Rubber) màu 2537SK
gỗ cao su (Rubber) màu A2
gỗ cao su (Rubber) màu ABS-WD-MATTE BLACK
gỗ cao su (Rubber) màu Barley Brush
gỗ cao su (Rubber) màu D
gỗ cao su (Rubber) màu E
gỗ cao su (Rubber) màu E (theo mẫu màu)
gỗ cao su (Rubber) màu Light Oak
gỗ cao su (Rubber) màu Light Walnut
gỗ cao su (Rubber) màu W
gỗ cao su (Rubber) màu W (giống màu SIM)
gỗ cao su (Rubber) màu WD-DFAC
gỗ cao su (Rubber) màu Walnut
gỗ cao su (Rubber) màu chân chờ khách xác nhận
gỗ cao su (Rubber) màu chờ khách
gỗ cao su (Rubber) màu nâu (Dark Brown)
gỗ cao su (Rubber) màu sơn F250-FLI
gỗ cao su (Rubber) màu sơn SAM màu A
gỗ cao su (Rubber) màu sơn sáng
gỗ cao su (Rubber) màu sơn và độ bóng theo mẫu khách
gỗ cao su (Rubber) màu sồi tự nhiên
gỗ cao su (Rubber) màu tự nhiên
gỗ cao su (Rubber) màu wanult
gỗ cao su (Rubber) màu Đen
gỗ cao su (Rubber) màu đen (Black)
gỗ cao su (Rubber) màu đen bóng 5%
gỗ cao su (Rubber) màu đen mờ (Matt Black)
gỗ cao su (Rubber) sơn (Hệ NC)_Màu ABS-WD-ESPRESSO BROWN
gỗ cao su (Rubber) sơn (Hệ NC)_Màu ABS-WD-MATTE BLACK
gỗ cao su (Rubber) sơn (Hệ NC)_màu Chỉ Định Sau
gỗ cao su (Rubber) sơn (hệ NC) màu theo mã màu ABS-WD-GRAY
gỗ cao su (Rubber) sơn NC
gỗ cao su (Rubber) sơn PU đen
gỗ cao su (Rubber) sơn hệ (NC) mã màu ABS-WD-ESPRESSO BROWN
gỗ cao su (Rubber) sơn hệ NC
gỗ cao su (Rubber) sơn hệ NC màu ABS-WD-BROWN STAIN
gỗ cao su (Rubber) sơn hệ NC màu ABS-WD-DISTRESSED GRAY
gỗ cao su (Rubber) sơn hệ NC màu ABS-WD-NATURAL BROWN STAIN (OPTION 1)
gỗ cao su (Rubber) sơn hệ NC màu cập nhật sau
gỗ cao su (Rubber) sơn màu tự nhiên
gỗ cao su (Rubber) sơn màu walnut
gỗ cao su (Rubber) sơn màu đen
gỗ cao su (Rubber) sơn màu đen (hệ NC)
gỗ cao su (Rubber) sơn màu đen (hệ NC) ABS-WD-MATTE BLACK
gỗ cao su (Rubber) sơn đen
gỗ cao su (Rubber)-A-A
gỗ cao su màu đen
gỗ cao su màu đen (Black)
gỗ cao su nhám + lót NC
gỗ cao su sơn đen theo bảng màu khách
gỗ công nghiệp phủ melamine
gỗ dái ngựa (Mahogany) màu nâu đậm
gỗ dái ngựa (Mahogany) màu đen
gỗ dẻ gai
gỗ plywood dán veener chính phẩm màu trắng (white)
gỗ sồi (Oak
gỗ sồi (Oak 1C) FSC
gỗ sồi (Oak C1) hàng trắng
gỗ sồi (Oak) 2537
gỗ sồi (Oak) 2537 SK
gỗ sồi (Oak) hàng trắng
gỗ sồi (Oak) hệ sơn PU màu FIN-01
gỗ sồi (Oak) hệ sơn PU màu FIN-02
gỗ sồi (Oak) màu 2537
gỗ sồi (Oak) màu BUKA BARK 7983-38 FINE VELVET FINISH
gỗ sồi (Oak) màu Dark Oak
gỗ sồi (Oak) màu FIN-01
gỗ sồi (Oak) màu FIN-02
gỗ sồi (Oak) màu Rustic
gỗ sồi (Oak) màu Walnut
gỗ sồi (Oak) màu Walnut tự nhiên
gỗ sồi (Oak) màu chờ xác nhận
gỗ sồi (Oak) màu nâu (Brown)
gỗ sồi (Oak) màu nâu (Brown)n
gỗ sồi (Oak) màu smoked
gỗ sồi (Oak) màu sơn WD-10
gỗ sồi (Oak) màu trắng xà phòng
gỗ sồi (Oak) màu trắng xà phòng (White Soap)
gỗ sồi (Oak) màu tự nhiên
gỗ sồi (Oak) màu xám nhạt
gỗ sồi (Oak) màu đen
gỗ sồi (Oak) màu đen (Black)
gỗ sồi (Oak) smoked
gỗ sồi (Oak) sơn PU (theo màu 8846NT)
gỗ sồi (Oak) sơn PU theo màu 8846NT
gỗ sồi (Oak) sơn màu Black Romano
gỗ sồi (Oak) sơn xám
gỗ sồi (Oak) sơn xám nhạt
gỗ sồi (Oak) sơn xám đậm
gỗ sồi (Oak) sơn đen
gỗ sồi (Oak) trắng xà phòng
gỗ sồi (Oak) tự nhiên
gỗ sồi (Oak) walnut
gỗ sồi C2 sơn màu Dark Walnut
gỗ sồi trắng (White Oak) 1C màu tự nhiên
gỗ sồi trắng (White Oak) 2C màu tự nhiên như màu Anika WCC
gỗ sồi trắng (White Oak) màu sơn WD-011
gỗ sồi trắng (White Oak) màu đen
gỗ sồi trắng (White Oak) sơn màu Ligh Oak
gỗ thông phun lót trong
gỗ thông sơn đen
gỗ tràm (Acacia) hệ sơn NC màu Chocolate
gỗ tràm bông vàng (Acacia) màu đen (Black)
gỗ tạp dán veneer Walnut
gỗ tạp sơn phủ
gỗ tần bì (Ash)
gỗ tần bì (Ash) 2537 SK
gỗ tần bì (Ash) 2537/SK
gỗ tần bì (Ash) hàng trắng không sơn
gỗ tần bì (Ash) hệ sơn NC
gỗ tần bì (Ash) hệ sơn PU màu tương tự Pecan Walnut
gỗ tần bì (Ash) không cần sơn
gỗ tần bì (Ash) màu A28
gỗ tần bì (Ash) màu Black
gỗ tần bì (Ash) màu Black sơn PU
gỗ tần bì (Ash) màu E
gỗ tần bì (Ash) màu FIN-02_Nomad
gỗ tần bì (Ash) màu Neo Walnut
gỗ tần bì (Ash) màu Neo Walnut finish
gỗ tần bì (Ash) màu Neowalnut
gỗ tần bì (Ash) màu Park Elm
gỗ tần bì (Ash) màu Park Elm finish
gỗ tần bì (Ash) màu Park Elm sơn PU
gỗ tần bì (Ash) màu Pressed Linen Peacock hệ sơn PU
gỗ tần bì (Ash) màu W
gỗ tần bì (Ash) màu WD-103 (NoMad)
gỗ tần bì (Ash) màu Walnut tự nhiên
gỗ tần bì (Ash) màu nâu đậm (Dark Brown)
gỗ tần bì (Ash) màu tự nhiên
gỗ tần bì (Ash) màu đen
gỗ tần bì (Ash) màu đen LP-103
gỗ tần bì (Ash) nâu đậm (Dark Brown)
gỗ tần bì (Ash) sơn NC màu tự nhiên
gỗ tần bì (Ash) sơn màu W
gỗ tần bì (Ash) sơn xám
gỗ tần bì (Ash) sơn đen
gỗ tần bì (Ash) trắng xà phòng
gỗ tần bì (Ask) 2537/SK
gỗ xà cừ
gỗ xà cừ (Khaya) màu đen mờ
gỗ Óc chó (Walnut) màu W
gỗ óc chó  (Walnut) màu tự nhiên
gỗ óc chó (Walnut ) màu tự nhiên
gỗ óc chó (Walnut)
gỗ óc chó (Walnut) màu American Black Walnut (chờ khách gửi bảng màu)
gỗ óc chó (Walnut) màu WD-011
gỗ óc chó (Walnut) màu tự nhiên
gỗ óc chó (Walnut) màu tự nhiên đánh xước
gỗ óc chó (Wanut) màu tự nhiên
gợn sóng 1 lớp
hevea brasiliensis
hiệu: Biuged
hình giọt nước
in chữ HARDWARE
in cảnh báo
inox 201
inox 201 đánh bóng
inox 201 đánh xước mịn xi vàng
inox 304
inox 304 cào xước dày 1.5
inox 304 màu Dark Bronze
inox 304 mạ PVD
inox 304 sơn màu Brass cho đầu tựa ghế
inox 304 trơn
inox 304 đánh xước vàng PVD
inox mạ PVD màu Gold
inox mạ PVD như bảng màu-sale cung cấp sau
inox xi Crom
inox xi matt copper
inox xước
inox đánh bóng màu Chrome
inox đánh xước
inox đánh xước gold PVD
juglan nigra
khaya senegalensis
khung  Sắt (Steel) màu RAL 9005 đen mờ (Matt Black)
khung chân Sắt (Steel)
khung chân gỗ Óc chó (Walnut)
khung chân inox
khung gỗ Sồi (Oak) màu trắng xà phòng
khung gỗ Óc chó (Walnut)
khung mâm xoay
khung mâm xoay màu đen (Black)
khung sắt (Steel) sơn tĩnh điện đen
khung sắt sơn trắng RAL 9010 WHITE
khung sắt sơn xanh RAL 5026
khung sắt sơn đen RAL 9005 BLACK
khung sắt sơn đỏ RAL 3028 RED
khung và chân gỗ Sồi (Oak)
khung ván MDF sơn lót
khách
khách cấp
khách cập nhật sau
khách gửi không chứng từ (Centennial)
khách hàng
khách( cập nhật tên sau)
không dán mặt
không vành
khổ 1m37*50m
khổ 20cm
kim loại
kim loại dùng thép không gỉ
kim loại màu đen
kích thước 271*233*84 mm
kệ Shelf 1160*380*18mm
kệ Shelf 120*44*190 cm
lá dày 2.0 mm
lõm
lỗ phi 9 mm
miệng túi 800
model:180*8*2.5
mua từ khách (màu 1)
mua từ khách (màu 3)
mài cạnh
màu
màu #31
màu #9
màu 099
màu 1017
màu 1020
màu 339
màu 701
màu 708
màu 720
màu 725
màu 726
màu 727
màu 730
màu 734
màu 736
màu 740
màu 750
màu 767
màu 768
màu 770
màu 776
màu 777
màu 780
màu 781
màu 783
màu 786
màu 787
màu 791
màu 792
màu 795
màu 801
màu 803
màu 811
màu 818
màu 821
màu 827
màu 829
màu 832
màu 834
màu 835
màu 845
màu 850
màu 852
màu 864
màu 868
màu 869
màu 870
màu 875
màu 878
màu 886
màu 895
màu 897
màu 901
màu 905
màu 911
màu 912
màu 914
màu 916
màu 920
màu 922
màu 934
màu 937
màu 953
màu 955
màu 957
màu 958
màu 959
màu 980
màu 998
màu A2267 2A(N)
màu Aulla 28
màu Danny 003 Cream
màu Flavio 073 Pigeon Blue
màu Forest R 023 Rosa
màu Free R 014 Shitake
màu Moonlight 102 Sand
màu Stax Shine 092 Petrol
màu V2C49-A
màu V5R94-C
màu be EGL
màu laminate mặt bàn: Wilsonart Phantom Cocoa
màu mạ kẽm
màu nickel
màu niken
màu nâu
màu pasha 058 dune
màu trắng
màu vàng đồng
màu xám
màu xám đen
màu đen
mặt bàn gỗ sồi màu tự nhiên
mặt bàn viền gỗ oak ghép MDF
mặt bàn/ chân gỗ Oak
mở đuôi
nhung
nhung LC 682-96
nhung Rush 103
nhung Rush 103 (KD)
nhung Rush 400 (KD)
nhung Stax 001 Cream
"nhung Stax 001 Cream, W142 cm, 420gr/m2, 100% Polyester"
"nhung Stax 002 Light Rosa, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 015 Dark Green, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 015 Dark Green, W142 cm, 420gr/m, 100% Polyester, FR chống cháy"
nhung Stax 019 Rust
"nhung Stax 019 Rust, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 021B vintage brown, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 025 ochre, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 030 Pink, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 030 pink, W142 cm, 405gr/m2, 100% Polyester, FR chống cháy"
nhung Stax 031 brick (KD)
"nhung Stax 031 brick, W142 cm, 420gr/m, 100% Polyester"
nhung Stax 032 Old Rosa
"nhung Stax 032 Old Rosa, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 032 old rosa, W142 cm, 420gr/m, 100% Polyester, FR chống cháy"
"nhung Stax 037 Plum, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 043 Barn Red, W142 cm, 420gr/m, 100% Polyester, FR chống cháy"
"nhung Stax 044 Bordeaux, W142 cm, 420gr/m, 100% Polyester, FR chống cháy"
"nhung Stax 046 Orange, W142 cm, 420gr/m, 100% Polyester, FR chống cháy"
nhung Stax 049 Rosa
"nhung Stax 049 Rosa, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 057 Lavender, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 060 Off White, W142 cm, 420gr/m2, 100% Polyester"
"nhung Stax 067 taupe, W142 cm, 420gr/m2, 100% Polyester"
nhung Stax 069 Dust Blue
"nhung Stax 069 Dust Blue, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 070 light grey, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 072 Olive Green, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 075 Dark Grey, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 081 warm grey, W142 cm, 420gr/m2, 100% Polyester, FR chống cháy"
"nhung Stax 084 Koks, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 084 Koks, W142 cm, 420gr/m, 100% Polyester, FR chống cháy"
nhung Stax 085 moss green
nhung Stax 085 moss green (145)
"nhung Stax 085 moss green, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 086 Pistachio, W142 cm, 280gr/m, 100% Polyester"
"nhung Stax 088 Forest Green, W142 cm, 420gr/m2, 100% Polyester"
"nhung Stax 094 green, W142 cm, 420gr/m2, 100% Polyester"
"nhung Stax 099 Jade Green, W142 cm, 420gr/m, 100% Polyester, FR chống cháy"
"nhung Stax 101 Black, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 103 Indigo, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 103 Indigo, W142 cm, 420gr/m, 100% Polyester, FR chống cháy"
"nhung Stax 104 blue grey, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 106 Navy, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 106 Navy, W142 cm, 420gr/m, 100% Polyester, FR chống cháy"
nhung Stax 116 Antrazit
nhung Stax 116 Antrazit (145)
nhung Stax 116 Antrazit FR chống cháy
"nhung Stax 116 Antrazit, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 116 Antrazit, W142 cm, 420gr/m, 100% Polyester, FR chống cháy"
nhung Stax 117 Dark Blue
"nhung Stax 117 Dark Blue, W142 cm, 100% Polyester, FR chống cháy"
"nhung Stax 117 Dark Blue, W142 cm, 420gr/m2, 100% Polyester"
nhung Stax 118 Midnight Blue
"nhung Stax 118 Midnight Blue, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 120 Green, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 121 Black, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 122 Antrazite, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 162, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 162, W142 cm, 420gr/m, 100% Polyester, FR Chống cháy"
"nhung Stax 200 Antigue Gold, W142 cm, 100% Polyester"
"nhung Stax 303 Rust, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 303 Rust, W142 cm, 420gr/m, 100% Polyester, FR Chống cháy"
"nhung Stax 583 Dark Antrazit, W142 cm, 420gr/m, 100% Polyester"
"nhung Stax 583 Dark Antrazit, W142 cm, 420gr/m, 100% Polyester, FR Chống cháy"
nhung Stax Recycle 085 moss green
nhung Stax Recycle 126
nhung Stax Recycle 410 Camel
"nhung Stax Shine 030 Mustard, W142 cm, 405gr/m2, 100% Polyester"
"nhung Stax Shine 092 Petrol, W142 cm, 405gr/m2, 100% Polyester"
"nhung Velour 030 Mustard, W148 cm, 100% Polyester"
"nhung Velour 092 Petrol, W148 cm, 100% Polyester"
nhung tồn
nhôm sơn tĩnh điện màu đen mờ
nhôm sơn tĩnh điện trắng
nâu
nắp thường
nệm tựa
phi 19*388*1.5mm
phi 19*457*1.5mm
phi 19*470*1.5mm
phi 20
phi 25
phi 32
phi 4
phải
phần 3S
phần Chaise
phần chân gỗ Sồi (Oak) màu nâu (Brown)
phần chân gỗ Sồi (Oak) màu trắng xà phòng (White Soap)
phần chân gỗ Sồi (Oak) màu tự nhiên
phần chân gỗ Sồi (Oak) màu đen mờ (Matt Black)
phần chân sắt màu ABS-MT-WHITE
phần ghế Kona-103
phần ghế TPR-118 20
phần gỗ Cao su (Rubber) không sơn
phần khung trên ván MDF dán veneer beech màu Neowalnut
phần ngồi:  giả da Hyde Ridge
phủ 2 mặt veneer Birch 0.45mm
phủ 2 mặt veneer White Ash vân ngẫu nhiên 0.6mm
phủ melamine đen 2 mặt
piazza forest
plywood dán veneer beech
plywood nẹp gỗ Oak 3mm màu FIN-02
poplar TQ 2 mặt đẹp
ren răng thưa 20mm
ren răng thưa 30mm
ren răng thưa 35mm
rỗng
rộng 90cm dài 15m
stool LK582AO bằng ván ép bọc mousse và  giả da (simili)
stool LK582MB bằng ván ép bọc mousse và  giả da (simili)
stool LK583AO bằng ván ép bọc mousse và  giả da (simili)
stool LK583SL bằng ván ép bọc mousse và  giả da (simili)
stool LK584MB bằng ván ép bọc mousse và  giả da (simili)
stool LK584SL bằng ván ép bọc mousse và  giả da (simili)
swietenia mahagoni
sơn tĩnh điện màu Dark Bronze
sơn đen thấy vân
sắt
sắt (Steel) màu Chrome
sắt (Steel) màu Gold
sắt (Steel) màu M003-PCM
sắt (Steel) sơn màu đen (Black)
sắt (Steel) sơn tĩnh điện màu Dark Bronze
sắt (Steel) sơn tĩnh điện màu đen
sắt (Steel) sơn tĩnh điện màu đen ( Black)
sắt (Steel) sơn tĩnh điện màu đen (Black)
sắt (Steel) sơn tĩnh điện màu đen mờ
sắt (Steel) sơn tĩnh điện màu đen mờ (Matt Black)
sắt (Steel) sơn tĩnh điện đen
sắt (Steel) sơn tĩnh điện đen màu MT-02
sắt (Steel) sơn đen
sắt (Steel)sơn đen
sắt màu Warm Brass
sắt màu đồng
sắt màu đồng (Brass)
sắt sơn giả đồng
sắt sơn màu ABS-MT-MATTE BLACK
sắt sơn màu Matte Black Powdercoat
sắt sơn màu Sparkle Silver Glossy
sắt sơn màu đen mờ
sắt sơn pantone 419U
sắt sơn trắng
sắt sơn tĩnh điện
sắt sơn tĩnh điện màu Dark Bronze
sắt sơn tĩnh điện màu M003-PCM
sắt sơn tĩnh điện màu M215-PC
sắt sơn tĩnh điện màu đen
sắt sơn tĩnh điện màu đen (Black)
sắt sơn tĩnh điện màu đen (chờ khách gửi bảng màu)
sắt sơn tĩnh điện màu đen (mattle black)
sắt sơn tĩnh điện màu đen mờ
sắt sơn tĩnh điện màu đen mờ (Matt Black)
sắt sơn tĩnh điện đen
sắt sơn tĩnh điện đen cát
sắt sơn xanh RAL 5026
sắt sơn xám
sắt sơn đen
sắt sơn đen + Ốp tay MD 2004
sắt xi Chrome
sắt xi Crom
sắt xi Crom Brass painted
sắt xi Crom bóng
sắt xi Crom copper painted
sắt xi copper
sắt xi hồng
sắt xi vàng hồng
sắt xi đồng
sắt đánh xước xi đồng
sắt ống phi 16*391*437*1.4T
sắt ống phi 19*404*1.5mm
sắt ống phi 19*415*1.5 mm
sắt ống phi 20*449*1.5 mm
sắt ống phi 20*466*1.5 mm
sắt ống phi 20*472*1.5 mm
"sọc Cozy Uni 18 Red, W147 cm, 85% Polyester 15% Polyamide"
sồi (Oak) sơn đen
sợi 3ly
sử dụng  Tạm
sử dụng da tạm nhà máy
tay ghế gỗ Sồi (Oak)
then 12*100
then 12x100
thân ngoài KB CONTRACT BURST BUS006
thép
thép 1.6
thép 1.8
thùng 12 chai
thùng 16kg
thùng 3kg
thường màu trắng kem của nhà máy
thấp
tạm
tạm (  nhung )
tạm (chọn loại tương tự như Spec)
tạm (cùng Spec)
tạm chống nước
tạm cùng (spec)
tạm khách
tạm loại tương tự
tạm nhà máy
tạm nhà máy (màu  tương tự spec của khách)
tạm nhà máy - tìm loại  tạm tương tự như hình rander
tạm nhà máy màu trắng
tồn
tồn của nhà máy
tồn kho
tồn nhà máy
tồn nhà máy ( màu kem)
tựa lưng: giả da Lune Slate. Mê ngồi:  giả da Wolf Gordon Vaquero Minera
tựa lưng: giả da kindred taro. Mê ngồi:  giả da Yosemite Sailor. Khung chân gỗ beech
velvet tồn của NHF
velvet tồn của Nhân Hoàng
veneer cao su
veneer cao su hệ sơn NC
vàng
vàng đồng
vành lục giác
ván LVL sơn lót chống ẩm
ván MDF dán veneer sồi 2 mặt
ván PB phủ PVC và Melamin
ván Plywood veneer sồi
ván ép dán veener màu sồi trắng xà phòng
ván ép dán veener sồi (Oak) chính phẩm các mặt và cạnh
ván ép dán veener sồi (Oak) màu nâu (Brown)
ván ép dán veener sồi (Oak) màu tự nhiên
ván ép dán veener sồi 2 mặt đẹp màu nâu (Brown)
ván ép dán veener sồi màu nâu (Brown)
ván ép dán veener sồi màu trắng xà phòng
ván ép dán veener sồi màu tự nhiên
ván ép dán veener walnut màu tự nhiên
ván ép dán veneer gỗ Sồi C2
ván ép dán verneer mặt ngoài màu sồi tự nhiên
ván ép dán verneer mặt ngoài sồi màu walnut
vân sọc
vân sọc (quarter) 100%
vỏ gối lớn + nhỏ 1S-Center ECO001
xẻ
xẻ sấy
Óc chó màu tự nhiên (Walnut in Natural)
Ø15
Ø15*4
Ø460
Ø480
Ø480*25mm
Ø510
Ø510*25mm
Ø560
Ø560*25mm
Ø610*25mm
Ø914
Ø95*3 mm
ép dây
ø450
Đinh nhựa (đinh mủ) TOV016
Đinh nhựa phi 30*6 mm
Đế nhựa 5cm
đai ốc
đan dây tựa lưng
đan tròn
đen
đen sơn tĩnh điện 110*20*37*2
đen sơn tĩnh điện 70*20*38mm
đen xám
đường kính 300mm
đường kính 329mm
đường kính 330mm
đường kính 340mm
đường kính 395mm
đường kính 415mm
đường kính 420mm
đường kính 450mm
đường kính 5mm
đường kính 6mm
đường kính 8mm
đường kính trong 10mm
đầu bi
đầu cao
đầu chìm M4
đầu chìm M5
đầu dẹp
